multiplier_dissatisfied,multiplier_neutral,multiplier_satisfied,macro_f1,accuracy,balanced_accuracy,ordinal_mae,recall_dissatisfied,recall_neutral,recall_satisfied,outer_fold
1.2,1.2,1.0,0.5962780375312846,0.7269918699186992,0.5849123343753366,0.3032520325203252,0.3333333333333333,0.5994011976047904,0.8220024721878862,3
2.0,1.5,1.0,0.5957559210738513,0.7026016260162602,0.6115294892221156,0.33414634146341465,0.4367816091954023,0.641317365269461,0.7564894932014833,3
2.0,1.0,1.0,0.5935726152999459,0.7245528455284553,0.611117219690168,0.3234146341463415,0.49885057471264366,0.4880239520958084,0.8464771322620519,3
1.5,1.5,1.0,0.5920998650781387,0.7082926829268292,0.5928990547668711,0.32065040650406507,0.3471264367816092,0.6676646706586826,0.7639060568603214,3
1.0,1.2,1.0,0.5916243646748436,0.7282926829268292,0.5750197117947445,0.2988617886178862,0.29195402298850576,0.6083832335329341,0.8247218788627936,3
2.5,1.5,1.0,0.5878350688285069,0.6930081300813008,0.6198777416396056,0.35560975609756096,0.496551724137931,0.6179640718562874,0.7451174289245983,3
1.2,1.5,1.0,0.5856185755111968,0.7102439024390244,0.5796036672233301,0.3143089430894309,0.2896551724137931,0.6820359281437126,0.7671199011124845,3
2.5,1.2,1.0,0.5837436344526954,0.703089430894309,0.6171971303971486,0.35284552845528455,0.5310344827586206,0.525748502994012,0.7948084054388134,3
2.5,1.0,1.0,0.58346162019136,0.711869918699187,0.6205373575767352,0.35121951219512193,0.5655172413793104,0.4676646706586826,0.8284301606922126,3
2.5,2.0,1.0,0.5770339485606408,0.6660162601626016,0.6091995058800461,0.3723577235772358,0.432183908045977,0.7311377245508982,0.6642768850432633,3
2.0,2.0,1.0,0.5758309141803758,0.6707317073170732,0.5948231947794733,0.35821138211382114,0.3632183908045977,0.7502994011976047,0.6709517923362176,3
1.0,1.5,1.0,0.5757481636557501,0.7107317073170731,0.5679312588043015,0.31170731707317073,0.24367816091954023,0.6910179640718563,0.769097651421508,3
1.5,2.0,1.0,0.5658379886524798,0.6731707317073171,0.5759910042240229,0.3494308943089431,0.2827586206896552,0.770059880239521,0.6751545117428924,3
1.2,2.0,1.0,0.555992195519363,0.6744715447154471,0.5634993570819801,0.34471544715447155,0.22988505747126436,0.7832335329341318,0.6773794808405439,3
1.0,2.0,1.0,0.5434631155676984,0.6751219512195122,0.5525932321878556,0.34276422764227643,0.18620689655172415,0.7922155688622754,0.6793572311495674,3
1.2,1.2,1.0,0.6005765214917398,0.7260162601626017,0.5882867712991958,0.30422764227642274,0.3471264367816092,0.5982035928143713,0.8195302843016069,4
1.5,1.2,1.0,0.5978711933350495,0.7213008130081301,0.5950232379819308,0.31333333333333335,0.39080459770114945,0.578443113772455,0.8158220024721878,4
1.0,1.0,1.0,0.5971561754429702,0.7343089430894308,0.5750260500835987,0.29853658536585365,0.3333333333333333,0.5299401197604791,0.8618046971569839,4
1.2,1.0,1.0,0.595811649269752,0.7315447154471545,0.5821060945610874,0.30422764227642274,0.3701149425287356,0.5173652694610779,0.8588380716934487,4
1.5,1.5,1.0,0.595180943572103,0.703089430894309,0.5951663897245646,0.3255284552845528,0.3632183908045977,0.6682634730538922,0.754017305315204,4
2.0,1.2,1.0,0.5947875367047382,0.7133333333333334,0.6117182029104912,0.3334959349593496,0.47586206896551725,0.5550898203592814,0.8042027194066749,4
1.5,1.0,1.0,0.593660551357509,0.7268292682926829,0.5905811893255956,0.31398373983739836,0.4160919540229885,0.5029940119760479,0.8526576019777503,4
1.0,1.2,1.0,0.5920090260232528,0.7266666666666667,0.5743128437015119,0.30146341463414633,0.29195402298850576,0.6089820359281437,0.8220024721878862,4
2.0,1.5,1.0,0.5917338596687496,0.6959349593495935,0.6086196105863092,0.3429268292682927,0.4367816091954023,0.6437125748502994,0.7453646477132262,4
2.5,1.5,1.0,0.5875620440591511,0.6889430894308943,0.6205723840669541,0.36065040650406505,0.503448275862069,0.6215568862275449,0.7367119901112484,4
