experiment,variant,fold,cv_splits,model,rows,train_rows_after_sampling,predictors,fit_seconds,predict_seconds,total_seconds,note,macro_f1,accuracy,balanced_accuracy,ordinal_mae
soft_voting,soft_vote_et_0.95_rf_0.05,2,2,Extra Trees + Random Forest,6834,3417,20,0.2479825000045821,0.03592049999861047,0.2839030000031926,Soft-voting ensemble of tuned Extra Trees and tuned Random Forest probabilities.,0.5590929019017601,0.6985659935616038,0.5550036477553101,0.34299092771436934
ordinal_classification,ordinal_extra_trees_decomposition,1,2,Extra Trees,6834,3417,20,0.31203530001221225,0.03888510001706891,0.35092040002928115,Two-threshold ordinal decomposition with fold-internal binary classifiers.,0.551479560017984,0.707638279192274,0.5495778764728535,0.34064969271290607
ordinal_classification,ordinal_extra_trees_decomposition,2,2,Extra Trees,6834,3417,20,0.31788329998380505,0.04093529999954626,0.3588185999833513,Two-threshold ordinal decomposition with fold-internal binary classifiers.,0.5570862587144917,0.7099795141937372,0.5505279639859991,0.3321627158326017
ordinal_classification,ordinal_random_forest_decomposition,1,2,Random Forest,6834,3417,20,0.18214550000266172,0.043503599998075515,0.22564910000073723,Two-threshold ordinal decomposition with fold-internal binary classifiers.,0.5304333408289392,0.6953467954345918,0.5372580569201142,0.3596722270997951
ordinal_classification,ordinal_random_forest_decomposition,2,2,Random Forest,6834,3417,20,0.2018924000149127,0.03455549999489449,0.2364479000098072,Two-threshold ordinal decomposition with fold-internal binary classifiers.,0.5063158937627499,0.6810067310506293,0.5126436133120903,0.3743049458589406
complete_case_filter,complete_main_ieq_sensors,1,2,Extra Trees,5349,2674,20,0.1270678000000771,0.010908299998845905,0.13797609999892302,"Rows with originally observed Temperature, RH, CO2, Lighting, and Sound.",0.5743081834780759,0.6900934579439252,0.5800828538729511,0.3540186915887851
complete_case_filter,complete_main_ieq_sensors,2,2,Extra Trees,5349,2675,20,0.10116849999758415,0.011641799996141344,0.1128102999937255,"Rows with originally observed Temperature, RH, CO2, Lighting, and Sound.",0.5715824506750077,0.6982049364248317,0.5678337346471225,0.3410620792819746
complete_case_filter,complete_lighting_sound_ttrend,1,2,Extra Trees,2314,1157,20,0.0705393000098411,0.008716799988178536,0.07925609999801964,"Rows with originally observed Lighting, Sound, and Ttrend.",0.560854590796085,0.6707000864304236,0.5653055911499099,0.37683664649956783
complete_case_filter,complete_lighting_sound_ttrend,2,2,Extra Trees,2314,1157,20,0.07447230000980198,0.009497199993347749,0.08396950000314973,"Rows with originally observed Lighting, Sound, and Ttrend.",0.5671765722109902,0.6629213483146067,0.5676448633871776,0.37510803802938636
train_fold_class_balancing,random_oversample_to_50pct_majority,1,2,Extra Trees,6834,4496,20,0.22434139999677427,0.015272899996489286,0.23961429999326356,Randomly duplicates minority-class training records up to 50 percent of the majority-class count.,0.5670204075968707,0.6953467954345918,0.5783016370708267,0.3526485220954053
train_fold_class_balancing,random_oversample_to_50pct_majority,2,2,Extra Trees,6834,4495,20,0.18421710000257008,0.021818599983816966,0.20603569998638704,Randomly duplicates minority-class training records up to 50 percent of the majority-class count.,0.5544763145184387,0.6892010535557507,0.563701750803044,0.3576236464735148
train_fold_class_balancing,synthetic_interpolate_to_50pct_majority,1,2,Extra Trees,6834,4496,20,0.23114749998785555,0.016877800022484735,0.2480253000103403,Creates fold-internal synthetic minority-class training rows up to 50 percent of the majority-class count.,0.5726885763497541,0.7020778460637986,0.5856476690218964,0.3494293239683933
train_fold_class_balancing,synthetic_interpolate_to_50pct_majority,2,2,Extra Trees,6834,4495,20,0.22882180000306107,0.01695839999592863,0.2457801999989897,Creates fold-internal synthetic minority-class training rows up to 50 percent of the majority-class count.,0.5496847244949757,0.6856892010535558,0.5687406398172543,0.3778167983611355
train_fold_class_balancing,synthetic_interpolate_to_majority,1,2,Extra Trees,6834,6744,20,0.37969579998753034,0.022081000002799556,0.4017767999903299,Creates fold-internal synthetic minority-class training rows up to the majority-class count.,0.5731285662501798,0.7038337723148961,0.5822486910235569,0.3435762364647352
train_fold_class_balancing,synthetic_interpolate_to_majority,2,2,Extra Trees,6834,6741,20,0.4537758999795187,0.04795229999581352,0.5017281999753322,Creates fold-internal synthetic minority-class training rows up to the majority-class count.,0.545594556206397,0.6842259291776412,0.5654249178067938,0.37635352648522097
